-24.193	148.511	999	BO	0	E
-24.737	150.002	999	BO	0	E
-24.746	150.006	42	BO	0.58	D
-24.698	150.023	84	BO	0.4	D
-28.699	153.004	50	BO	0.62	B
-23.024	148.615	999	BO	0	E
-28.892	153.062	80	BO	0.38	C
-26.044	149.823	70	BO	0.34	C
-29.353	153.083	58	BO	0.6	D
-29.353	153.083	46	DIF	0.33	D
-26.262	149.917	56	BO	0.21	D
-37.447	140.705	135	BO	1.87	A
-37.447	140.705	136	DIF	1.92	A
-26.429	150.072	39	BO	0.27	D
-27.272	151.04	63	BO	0.19	D
-34.136	150.683	132	BO	0.66	D
-27.151	150.801	999	BO	0	E
-28.03	140.914	90	BO	2.48	A
-28.03	140.914	94	DIF	2.59	D
-29.318	115.041	55	BO	1.18	C
-29.318	115.041	63	DIF	1.38	D
-32.876	151.083	75	BO	0.4	D
-27.816	140.754	86	BO	3.9	A
-27.816	140.754	80	DIF	3.41	B
-25.769	149.027	60	DIF	1.4	D
-27.527	140.685	103	BO	1.81	B
-29.339	114.99	86	BO	2.42	A
-29.339	114.99	84	DIF	1.98	B
-29.339	114.99	88	DIF	2.3	B
-29.339	114.99	95	BO	2.17	C
-29.329	115.044	94	BO	1.65	A
-29.329	115.044	95	DIF	1.41	B
-29.311	115.026	999	BO	0	E
-33.254	151.387	91	BO	0.33	D
-33.237	151.372	77	BO	0.39	D
-27.855	140.122	105	BO	2.95	A
-29.307	115.093	83	BO	2.03	B
-29.307	115.093	79	DIF	1.73	D
-29.338	114.993	94	DIF	2.19	A
-29.338	114.993	92	BO	2.25	D
-26.87	150.324	999	BO	0	E
-27.616	139.991	116	BO	2.75	C
-29.311	115.104	98	BO	2.16	C
-29.311	115.104	89	DIF	2.59	D
-27.599	140.004	111	BO	2.78	B
-29.301	115.103	81	BO	2.78	B
-29.301	115.103	81	DIF	2.76	C
-30.548	149.608	56	BO	0.72	D
-30.548	149.608	70	DIF	0.88	D
-29.318	115.043	84	BO	1.71	B
-29.318	115.043	114	DIF	1.43	D
-29.306	115.091	88	BO	2.59	B
-29.306	115.091	90	DIF	2.71	D
-29.201	115.053	62	BO	2.22	B
-26.397	149.046	23	BO	0.3	D
-28.894	153.062	77	BO	0.49	B
-28.894	153.064	80	BO	0.53	C
-28.889	153.061	93	BO	0.58	B
-29.22	115.061	74	BO	1.88	B
-29.422	115.138	97	DIF	3.25	D
-29.348	115.021	84	BO	1.63	B
-29.348	115.021	93	DIF	1.76	C
-38.285	144.215	144	DIF	0.63	B
-38.285	144.215	137	BO	0.56	D
-29.325	114.979	80	BO	1.82	B
-29.325	114.979	85	DIF	2.5	C
-29.338	114.989	86	BO	1.86	A
-29.338	114.989	90	DIF	2.39	C
-29.338	114.989	109	BO	2.47	D
-29.241	115.091	67	BO	2.68	C
-29.241	115.091	57	DIF	2.85	D
-26.849	150.327	999	BO	0	E
-30.47	136.797	98	BO	1.12	A
-30.47	136.797	98	DIF	1.27	D
-28.414	139.809	80	BO	1.77	D
-38.192	147.13	160	BO	1.43	C
-28.889	153.072	42	BO	0.41	D
-29.336	115.072	78	BO	2.54	D
-29.336	115.072	103	DIF	3.1	D
-24.161	148.753	999	BO	0	E
-24.1	148.843	999	BO	0	E
-26.588	149.083	17	BO	0.87	D
-28.417	139.815	999	BO	0	E
-30.617	149.653	999	BO	0	E
-30.63	149.655	74	BO	0.72	C
-28.398	140.993	999	BO	0	E
-30.624	149.651	84	BO	0.61	D
-30.629	149.651	51	DIF	0.73	D
-30.629	149.651	60	BO	0.57	D
-25.667	148.893	999	BO	0	E
